[main] 12:24:55,928 INFO  [com.qmetry.qaf.automation.core.ConfigurationManager] ISFW build info: {qaf-Type=core, qaf-Revision=0, qaf-Version=3.0, qaf-Build-Time=26-Jul-2020 22:16:34}
[main] 12:24:55,945 INFO  [com.qmetry.qaf.automation.core.ConfigurationManager] Resource dir: /Users/spenn02/IdeaProjects/Archive/src/main/resources/common. Found property files to load: 7
Session ID: 27a91932-ff58-4e2d-986e-6e3090d75b22
*** Element info: {Using=css selector, value=#login_email > input}
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:17,548 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: sendKeysToElement[ param-1: By.name: edit_amount param-2: {"id":"C5000000-0000-0000-1C68-010000000000","value":["23.45"]}] Result: sendKeysToElement:null
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:17,549 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement element: By.xpath: //UIATextField[3]|//XCUIElementTypeTextField[3] parameters: {}
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:17,549 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"xpath","value":"//UIATextField[3]|//XCUIElementTypeTextField[3]"}
[[MAC  macOS Big Sur]] 12:26:17,564 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=#login_email > input, using=css selector}] Result: 
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {acceptInsecureCerts: false, automationName: Appium, browserName: Safari, browserVersion: 14, cssSelectorsEnabled: true, driverClass: org.openqa.selenium.WebDriver, executionId: d5024a98-9f0c-48ac-929e-a6f..., javascriptEnabled: true, location: NA-US-BOS, platform: MAC, platformName: MAC, platformVersion: macOS Big Sur, reportPdfUrl: https://demo.app.perfectomo..., resolution: 1280x1024, safari:automaticInspection: false, safari:automaticProfiling: false, safari:diagnose: false, safari:platformBuildVersion: 20G817, safari:platformVersion: 11.7, safari:useSimulator: false, se:cdpEnabled: false, setWindowRect: true, stopUrl: https://demo.perfectomobile..., streamInfo: {
  "url": "https://demo.we..., strictFileInteractability: false, takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., webkit:WebRTC: {DisableICECandidateFiltering: false, DisableInsecureMediaCapture: false}}
Session ID: d5024a98-9f0c-48ac-929e-a6f717da320b
*** Element info: {Using=css selector, value=#login_email > input}
[[MAC  macOS Big Sur]] 12:26:17,621 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=#login_email > input, using=css selector}] Result: 
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {acceptInsecureCerts: false, automationName: Appium, browserName: Safari, browserVersion: 14, cssSelectorsEnabled: true, driverClass: org.openqa.selenium.WebDriver, executionId: 3f834490-8c06-4ba1-9c5d-4b3..., javascriptEnabled: true, location: NA-US-BOS, platform: MAC, platformName: MAC, platformVersion: macOS Big Sur, reportPdfUrl: https://demo.app.perfectomo..., resolution: 1280x1024, safari:automaticInspection: false, safari:automaticProfiling: false, safari:diagnose: false, safari:platformBuildVersion: 20F71, safari:platformVersion: 11.4, safari:useSimulator: false, se:bidiEnabled: false, se:cdpEnabled: false, setWindowRect: true, stopUrl: https://demo.perfectomobile..., streamInfo: {
  "url": "https://demo.we..., strictFileInteractability: false, takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., webkit:WebRTC: {DisableICECandidateFiltering: false, DisableInsecureMediaCapture: false}}
Session ID: 3f834490-8c06-4ba1-9c5d-4b35e7e2bbd1
*** Element info: {Using=css selector, value=#login_email > input}
[[MAC  macOS Big Sur]] 12:26:17,675 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
[[iPad.* 00008103-001A552E1A60801E]] 12:26:17,738 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=edit_amount, using=name}] Result: id: F9000000-0000-0000-CE4E-010000000000
[[iPad.* 00008103-001A552E1A60801E]] 12:26:17,738 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: By.name: edit_amount param-2: {}] Result: OK
[[iPad.* 00008103-001A552E1A60801E]] 12:26:17,739 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing clearElement element: By.name: edit_amount parameters: {"id":"F9000000-0000-0000-CE4E-010000000000"}
[[iPad.* 00008103-001A552E1A60801E]] 12:26:18,092 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: clearElement[ param-1: By.name: edit_amount param-2: {"id":"F9000000-0000-0000-CE4E-010000000000"}] Result: clearElement:null
[[iPad.* 00008103-001A552E1A60801E]] 12:26:18,093 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement element: By.name: edit_amount parameters: {}
[[iPad.* 00008103-001A552E1A60801E]] 12:26:18,093 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"name","value":"edit_amount"}
[[iPhone.* 596C6DD51E0241716AB072A6DCBCA1EC]] 12:26:18,176 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=edit_amount, using=name}] Result: id: 22010000-0000-0000-3C6B-000000000000
[[iPhone.* 596C6DD51E0241716AB072A6DCBCA1EC]] 12:26:18,191 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: By.name: edit_amount param-2: {}] Result: OK
[[iPhone.* 596C6DD51E0241716AB072A6DCBCA1EC]] 12:26:18,191 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing sendKeysToElement element: By.name: edit_amount parameters: {"id":"22010000-0000-0000-3C6B-000000000000","value":["23.45"]}
[[WINDOWS  10]] 12:26:18,341 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
[[WINDOWS  10]] 12:26:18,341 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
[[iPhone.* 00008020-000044D422B9002E]] 12:26:18,357 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=//UIAPickerWheel|//XCUIElementTypePickerWheel, using=xpath}] Result: id: 3F010000-0000-0000-FE7F-000000000000
[[iPhone.* 00008020-000044D422B9002E]] 12:26:18,357 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: By.xpath: //UIAPickerWheel|//XCUIElementTypePickerWheel param-2: {}] Result: OK
[[iPhone.* 00008020-000044D422B9002E]] 12:26:18,358 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing executeScript parameters: {"args":[{"offset":0.15,"order":"next","element":"3F010000-0000-0000-FE7F-000000000000"}],"script":"mobile: selectPickerWheelValue"}
[[MAC  macOS Big Sur]] 12:26:18,426 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=#login_email > input, using=css selector}] Result: 
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {acceptInsecureCerts: false, automationName: Appium, browserName: Safari, browserVersion: 14, cssSelectorsEnabled: true, driverClass: org.openqa.selenium.WebDriver, executionId: 1cf28380-7b7d-4532-936f-cda..., javascriptEnabled: true, location: NA-US-BOS, platform: MAC, platformName: MAC, platformVersion: macOS Big Sur, reportPdfUrl: https://demo.app.perfectomo..., resolution: 1280x1024, safari:automaticInspection: false, safari:automaticProfiling: false, safari:diagnose: false, safari:platformBuildVersion: 20G817, safari:platformVersion: 11.7, safari:useSimulator: false, se:cdpEnabled: false, setWindowRect: true, stopUrl: https://demo.perfectomobile..., streamInfo: {
  "url": "https://demo.we..., strictFileInteractability: false, takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., webkit:WebRTC: {DisableICECandidateFiltering: false, DisableInsecureMediaCapture: false}}
Session ID: 1cf28380-7b7d-4532-936f-cda1c3d62870
*** Element info: {Using=css selector, value=#login_email > input}
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:18,437 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=//UIATextField[3]|//XCUIElementTypeTextField[3], using=xpath}] Result: id: C9000000-0000-0000-1C68-010000000000
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:18,438 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: By.xpath: //UIATextField[3]|//XCUIElementTypeTextField[3] param-2: {}] Result: OK
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:18,438 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing clickElement element: By.xpath: //UIATextField[3]|//XCUIElementTypeTextField[3] parameters: {"id":"C9000000-0000-0000-1C68-010000000000"}
[[WINDOWS  10]] 12:26:18,496 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
[[iPad.* 00008103-001A552E1A60801E]] 12:26:18,540 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=edit_amount, using=name}] Result: id: F9000000-0000-0000-CE4E-010000000000
[[iPad.* 00008103-001A552E1A60801E]] 12:26:18,540 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: By.name: edit_amount param-2: {}] Result: OK
[[iPad.* 00008103-001A552E1A60801E]] 12:26:18,541 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing sendKeysToElement element: By.name: edit_amount parameters: {"id":"F9000000-0000-0000-CE4E-010000000000","value":["23.45"]}
[[WINDOWS  10]] 12:26:18,565 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=#login_email > input, using=css selector}] Result: Unable to locate element: #login_email > input
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {acceptInsecureCerts: false, browserName: Firefox, browserVersion: 123, cssSelectorsEnabled: true, executionId: 7683c402-1c89-4378-b3e0-5a6..., javascriptEnabled: true, location: US East, moz:accessibilityChecks: false, moz:buildID: 20240213221259, moz:firefoxOptions: {binary: C:\Browsers\Firefox\123\fir..., profile: UEsDBBQACAgIACGDxVgAAAAAAAA...}, moz:geckodriverVersion: 0.34.0, moz:headless: false, moz:platformVersion: 10.0, moz:processID: 2684, moz:profile: C:\Users\Perfecto\AppData\L..., moz:shutdownTimeout: 60000, moz:webdriverClick: true, moz:windowless: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10, proxy: Proxy(), reportPdfUrl: https://demo.app.perfectomo..., resolution: 1280x1024, se:bidi: ws://100.66.154.16:8082/ses..., setWindowRect: true, stopUrl: https://demo.perfectomobile..., streamInfo: {
  "url": "https://demo.we..., strictFileInteractability: false, takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify}
Session ID: 7683c402-1c89-4378-b3e0-5a6d56d4b043
*** Element info: {Using=css selector, value=#login_email > input}
[[MAC  macOS Big Sur]] 12:26:18,574 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
[[MAC  macOS Big Sur]] 12:26:18,629 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
[[iPad.* 00008103-000C44E83A33001E]] 12:26:18,630 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=PhotoCapture, using=name}] Result: id: 44030000-0000-0000-3800-010000000000
[[iPad.* 00008103-000C44E83A33001E]] 12:26:18,631 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: By.name: PhotoCapture param-2: {}] Result: OK
[[iPad.* 00008103-000C44E83A33001E]] 12:26:18,631 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing clickElement element: By.name: PhotoCapture parameters: {"id":"44030000-0000-0000-3800-010000000000"}
[[WINDOWS  10]] 12:26:18,683 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=#login_email > input, using=css selector}] Result: no such element: Unable to locate element: {"method":"css selector","selector":"#login_email > input"}
  (Session info: MicrosoftEdge=123.0.2420.97)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {acceptInsecureCerts: false, browserName: Edge, browserVersion: 123, cssSelectorsEnabled: true, executionId: 7397307b-3875-4f94-a70a-c28..., fedcm:accounts: true, javascriptEnabled: true, location: US East, ms:edgeOptions: {debuggerAddress: localhost:51452}, msedge: {msedgedriverVersion: 123.0.2420.97 (ba5f45140663..., userDataDir: C:\Users\Perfecto\AppData\L...}, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10, proxy: Proxy(), reportPdfUrl: https://demo.app.perfectomo..., resolution: 1280x1024, se:bidiEnabled: false, setWindowRect: true, stopUrl: https://demo.perfectomobile..., streamInfo: {
  "url": "https://demo.we..., strictFileInteractability: false, takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Session ID: 7397307b-3875-4f94-a70a-c28243dba38f
*** Element info: {Using=css selector, value=#login_email > input}
[[MAC  macOS Big Sur]] 12:26:18,753 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=#login_email > input, using=css selector}] Result: 
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {acceptInsecureCerts: false, automationName: Appium, browserName: Safari, browserVersion: 14, cssSelectorsEnabled: true, driverClass: org.openqa.selenium.WebDriver, executionId: d5024a98-9f0c-48ac-929e-a6f..., javascriptEnabled: true, location: NA-US-BOS, platform: MAC, platformName: MAC, platformVersion: macOS Big Sur, reportPdfUrl: https://demo.app.perfectomo..., resolution: 1280x1024, safari:automaticInspection: false, safari:automaticProfiling: false, safari:diagnose: false, safari:platformBuildVersion: 20G817, safari:platformVersion: 11.7, safari:useSimulator: false, se:cdpEnabled: false, setWindowRect: true, stopUrl: https://demo.perfectomobile..., streamInfo: {
  "url": "https://demo.we..., strictFileInteractability: false, takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., webkit:WebRTC: {DisableICECandidateFiltering: false, DisableInsecureMediaCapture: false}}
Session ID: d5024a98-9f0c-48ac-929e-a6f717da320b
*** Element info: {Using=css selector, value=#login_email > input}
[[WINDOWS  10]] 12:26:18,762 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=#login_email > input, using=css selector}] Result: no such element: Unable to locate element: {"method":"css selector","selector":"#login_email > input"}
  (Session info: chrome=123.0.6312.123)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {acceptInsecureCerts: false, browserName: Chrome, browserVersion: 123, chrome: {chromedriverVersion: 123.0.6312.46 (29781e6ca5d2..., userDataDir: C:\Users\Perfecto\AppData\L...}, cssSelectorsEnabled: true, executionId: 27a91932-ff58-4e2d-986e-6e3..., fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:54182}, javascriptEnabled: true, location: US East, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, platformVersion: 10, proxy: Proxy(), reportPdfUrl: https://demo.app.perfectomo..., resolution: 1280x1024, se:bidiEnabled: false, setWindowRect: true, stopUrl: https://demo.perfectomobile..., streamInfo: {
  "url": "https://demo.we..., strictFileInteractability: false, takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Session ID: 27a91932-ff58-4e2d-986e-6e3090d75b22
*** Element info: {Using=css selector, value=#login_email > input}
[[iPhone.* 00008030-000925AA2E10802E]] 12:26:18,764 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: executeScript[ param-1: {args=[{resultAuth=fail, name=Perfecto Expense Tracker, errorType=authFailed}], script=mobile:sensorAuthentication:set}] Result: Failed to execute command sensorAuthentication set: setSensorAuthentication command failed. Reason: handset server: Connection error
Command duration or timeout: 0 milliseconds
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {CFBundleIdentifier: io.perfecto.expense.tracker, app: PUBLIC:ExpenseTracker/Nativ..., assert_javascript_enabled: true, audioStreamInfo: {"audioStreamingServerUrl":..., automationName: XCUITest, browserName: , bundleId: io.perfecto.expense.tracker, cssSelectorsEnabled: true, device: iphone, deviceName: 00008030-000925AA2E10802E, deviceSessionId: ce896542-550a-4c69-9054-770..., driverClass: io.appium.java_client.ios.I..., entityType: appium_driver, executionId: ce896542-550a-4c69-9054-770..., host: demo.perfectomobile.com, javascriptEnabled: true, mcmExecutionId: stephenp@perfectomobile.com..., model: iPhone.*, password: , pixelRatio: 3, platform: IOS, platformName: iOS, platformVersion: 17.1.2, report.jobBranch: master, report.jobName: PerfectoDemo, report.jobNumber: 16155203, reportPdfUrl: https://demo.app.perfectomo..., scriptName: RemoteWebDriver, sdkVersion: 17.1.2, securityToken: , sensorInstrument: true, serverConnector: , simpleIsVisibleCheck: true, statBarHeight: 44, stopUrl: https://demo.perfectomobile..., streamInfo: {"url":"wss://ams-01.perfec..., takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., testRunWithPureAppiumFlow: false, udid: 00008030-000925AA2E10802E, viewportRect: {height: 2304, left: 0, top: 132, width: 1125}, webdriver.remote.sessionid: ce896542-550a-4c69-9054-770..., xcuitestFindOptimizations: true}
Session ID: ce896542-550a-4c69-9054-770bc479570c
[[GalaxyS22Plus RFCT11CFZSM]] 12:26:18,780 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=//*[@text="Logout"], using=xpath}] Result: id: 19
[[GalaxyS22Plus RFCT11CFZSM]] 12:26:18,780 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: By.xpath: //*[@text="Logout"] param-2: {}] Result: OK
[[GalaxyS22Plus RFCT11CFZSM]] 12:26:18,781 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing clickElement element: By.xpath: //*[@text="Logout"] parameters: {"id":"19"}
[[MAC  macOS Big Sur]] 12:26:18,846 ERROR [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: findElement[ param-1: {value=#login_email > input, using=css selector}] Result: 
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:17:03'
System info: host: 'spenn0821', ip: '2600:1700:8df0:2160:0:0:0:1f%en0', os.name: 'Mac OS X', os.arch: 'x86_64', os.version: '10.16', java.version: '1.8.0_202'
Driver info: com.qmetry.qaf.automation.ui.webdriver.QAFExtendedWebDriver
Capabilities {acceptInsecureCerts: false, automationName: Appium, browserName: Safari, browserVersion: 14, cssSelectorsEnabled: true, driverClass: org.openqa.selenium.WebDriver, executionId: 3f834490-8c06-4ba1-9c5d-4b3..., javascriptEnabled: true, location: NA-US-BOS, platform: MAC, platformName: MAC, platformVersion: macOS Big Sur, reportPdfUrl: https://demo.app.perfectomo..., resolution: 1280x1024, safari:automaticInspection: false, safari:automaticProfiling: false, safari:diagnose: false, safari:platformBuildVersion: 20F71, safari:platformVersion: 11.4, safari:useSimulator: false, se:bidiEnabled: false, se:cdpEnabled: false, setWindowRect: true, stopUrl: https://demo.perfectomobile..., streamInfo: {
  "url": "https://demo.we..., strictFileInteractability: false, takesScreenshot: true, testGridReportUrl: https://demo.app.perfectomo..., webkit:WebRTC: {DisableICECandidateFiltering: false, DisableInsecureMediaCapture: false}}
Session ID: 3f834490-8c06-4ba1-9c5d-4b35e7e2bbd1
*** Element info: {Using=css selector, value=#login_email > input}
[[iPad.* 00008103-000C44E83A33001E]] 12:26:19,233 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: clickElement[ param-1: By.name: PhotoCapture param-2: {"id":"44030000-0000-0000-3800-010000000000"}] Result: clickElement:null
[[iPad.* 00008103-000C44E83A33001E]] 12:26:19,234 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement element: By.name: Use Photo parameters: {}
[[iPad.* 00008103-000C44E83A33001E]] 12:26:19,234 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"name","value":"Use Photo"}
[[GalaxyS22Plus RFCT11CFZSM]] 12:26:19,294 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: clickElement[ param-1: By.xpath: //*[@text="Logout"] param-2: {"id":"19"}] Result: clickElement:null
[[GalaxyS22Plus RFCT11CFZSM]] 12:26:19,295 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement element: By.id: android:id/button1 parameters: {}
[[GalaxyS22Plus RFCT11CFZSM]] 12:26:19,295 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"id","value":"android:id/button1"}
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:19,332 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: clickElement[ param-1: By.xpath: //UIATextField[3]|//XCUIElementTypeTextField[3] param-2: {"id":"C9000000-0000-0000-1C68-010000000000"}] Result: clickElement:null
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:19,333 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing executeScript parameters: {"args":[{"property":"os"}],"script":"mobile:handset:info"}
[[MAC  macOS Big Sur]] 12:26:19,434 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:19,437 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement element: By.xpath: //UIAPickerWheel|//XCUIElementTypePickerWheel parameters: {}
[[iPhone.* B0210A2310BA12303309109F7B5AE07C]] 12:26:19,437 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"xpath","value":"//UIAPickerWheel|//XCUIElementTypePickerWheel"}
[[iPhone.* 596C6DD51E0241716AB072A6DCBCA1EC]] 12:26:19,484 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: sendKeysToElement[ param-1: By.name: edit_amount param-2: {"id":"22010000-0000-0000-3C6B-000000000000","value":["23.45"]}] Result: sendKeysToElement:null
[[iPhone.* 596C6DD51E0241716AB072A6DCBCA1EC]] 12:26:19,484 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement element: By.xpath: //UIATextField[3]|//XCUIElementTypeTextField[3] parameters: {}
[[iPhone.* 596C6DD51E0241716AB072A6DCBCA1EC]] 12:26:19,485 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"xpath","value":"//UIATextField[3]|//XCUIElementTypeTextField[3]"}
[[WINDOWS  10]] 12:26:19,574 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
[[iPad.* 00008103-001A552E1A60801E]] 12:26:19,675 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] command: sendKeysToElement[ param-1: By.name: edit_amount param-2: {"id":"F9000000-0000-0000-CE4E-010000000000","value":["23.45"]}] Result: sendKeysToElement:null
[[iPad.* 00008103-001A552E1A60801E]] 12:26:19,675 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement element: By.xpath: //UIATextField[3]|//XCUIElementTypeTextField[3] parameters: {}
[[iPad.* 00008103-001A552E1A60801E]] 12:26:19,675 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"xpath","value":"//UIATextField[3]|//XCUIElementTypeTextField[3]"}
[[WINDOWS  10]] 12:26:19,686 INFO  [com.qmetry.qaf.automation.ui.WebDriverCommandLogger] Executing findElement parameters: {"using":"css selector","value":"#login_email > input"}
